序号,model_sample_size,qp,cp,bs,n_trials,n_question,准确性,平均reward,answer_tokens,total_tokens,mean_eflops,mean_memory
471,aime_Qwen3-14B_S2,16,4,2,1,60,0.2,0.6117662881467116,77428,285530,1.7395643288684058e+16,105880251066790.4
472,aime_Qwen3-14B_S1,16,4,2,1,60,0.18333333333333332,0.5641874901831739,78370,147192,1.2033991813156156e+16,73606636409996.8
473,aime_Qwen3-14B_S1,16,4,2,1,60,0.1,0.5020078843347642,77008,149615,1.1475947776033306e+16,70448280476859.73
474,aime_Qwen3-14B_S1,16,4,2,1,60,0.11666666666666667,0.5308349357337615,77347,148917,1.1669381043334306e+16,71967734020373.33
475,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7234013489929869,75974,1094760,6.905508346164247e+16,372167160079010.1
476,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7280265172685366,75828,1113424,6.905508346164247e+16,372167160079010.1
477,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7290066101514178,76033,1077170,6.905508346164247e+16,372167160079010.1
478,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6842900584257224,77393,599581,4.809563289652017e+16,273694503705838.94
479,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6705502611688943,78478,578598,4.638965290542076e+16,263251176119773.88
480,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6624507528909137,72676,566616,4.734612049336077e+16,269453319068910.94
481,aime_Qwen3-32B_S1,4,16,4,1,60,0.18333333333333332,0.6188309961778238,77784,311167,3.1644501200814028e+16,185341756710570.66
482,aime_Qwen3-32B_S1,4,16,4,1,60,0.16666666666666666,0.6069676739388864,79733,319112,3.2121102172397652e+16,188642695789934.94
483,aime_Qwen3-32B_S1,4,16,4,1,60,0.2,0.5920392395850826,86905,346574,3.4689782087593496e+16,202514130306056.53
484,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.1,0.48377757593013043,50297,1914966,5938622900678780.0,21573289931528.535
485,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.1,0.4849302540295071,48039,1905965,5938622900678780.0,21573289931528.535
486,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.1,0.4878877712131892,46989,1896974,5938622900678780.0,21573289931528.535
487,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.06666666666666667,0.45422292988222335,45860,1002941,3782847932374366.0,15708808966860.8
488,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.08333333333333333,0.4456564700569263,41923,978777,3627528144457459.0,15222282846638.934
489,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.05,0.430417950963063,41050,1014086,3681806970217032.5,15595450442222.934
490,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.05,0.40492798104909716,39787,502442,2274476884025950.0,10830541208285.867
491,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.06666666666666667,0.3977101830544412,47958,511796,2586386151223944.5,11900524070638.934
492,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.06666666666666667,0.4161116809716146,40632,519897,2395230740989482.5,11097130949930.666
493,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.016666666666666666,0.3387898743572191,41126,269382,1721140647808989.8,8731636357367.467
494,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.03333333333333333,0.36557172251829656,41958,266495,1544554742035020.8,7957342904328.533
495,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.05,0.3286282583599754,37888,254578,1548647054220343.5,8038603643959.467
496,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.016666666666666666,0.25257122032783963,33550,128937,1034001827654417.1,5706902462523.733
497,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.03333333333333333,0.27965472687039333,31563,130694,1052205174476467.2,5650660604138.667
498,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.016666666666666666,0.2864965518193505,37997,135438,1024732218492445.9,5629136030485.333
499,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.03333333333333333,0.20797405935190955,33545,65727,667209091608520.5,3793327251421.8667
500,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.03333333333333333,0.2181442735424393,30935,70412,695537181890491.8,3965653574758.4
501,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.0,0.2380417089876511,35162,62252,624873949690397.9,3503246030860.8
502,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.0,0.15921222375278213,34440,34440,419077772201267.2,2447571105668.2666
503,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.016666666666666666,0.20472782950859852,29201,29201,350833573719552.0,2078128678259.2
504,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.016666666666666666,0.17089157723130668,30876,30876,377180364557576.56,2198924113582.9333
